2020-01-14 14:34:54,584 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /usr/local/zookeeper-3.4.14/bin/../conf/zoo.cfg
2020-01-14 14:34:54,608 [myid:] - INFO  [main:DatadirCleanupManager@78] - autopurge.snapRetainCount set to 3
2020-01-14 14:34:54,608 [myid:] - INFO  [main:DatadirCleanupManager@79] - autopurge.purgeInterval set to 0
2020-01-14 14:34:54,608 [myid:] - INFO  [main:DatadirCleanupManager@101] - Purge task is not scheduled.
2020-01-14 14:34:54,609 [myid:] - WARN  [main:QuorumPeerMain@116] - Either no config or no quorum defined in config, running  in standalone mode
2020-01-14 14:34:54,647 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /usr/local/zookeeper-3.4.14/bin/../conf/zoo.cfg
2020-01-14 14:34:54,648 [myid:] - INFO  [main:ZooKeeperServerMain@98] - Starting server
2020-01-14 14:34:54,680 [myid:] - INFO  [main:Environment@100] - Server environment:zookeeper.version=3.4.14-4c25d480e66aadd371de8bd2fd8da255ac140bcf, built on 03/06/2019 16:18 GMT
2020-01-14 14:34:54,681 [myid:] - INFO  [main:Environment@100] - Server environment:host.name=secondtonone-virtual-machine
2020-01-14 14:34:54,681 [myid:] - INFO  [main:Environment@100] - Server environment:java.version=1.8.0_101
2020-01-14 14:34:54,681 [myid:] - INFO  [main:Environment@100] - Server environment:java.vendor=Oracle Corporation
2020-01-14 14:34:54,681 [myid:] - INFO  [main:Environment@100] - Server environment:java.home=/home/secondtonone/jdk/jdk1.8.0_101/jre
2020-01-14 14:34:54,681 [myid:] - INFO  [main:Environment@100] - Server environment:java.class.path=/usr/local/zookeeper-3.4.14/bin/../zookeeper-server/target/classes:/usr/local/zookeeper-3.4.14/bin/../build/classes:/usr/local/zookeeper-3.4.14/bin/../zookeeper-server/target/lib/*.jar:/usr/local/zookeeper-3.4.14/bin/../build/lib/*.jar:/usr/local/zookeeper-3.4.14/bin/../lib/slf4j-log4j12-1.7.25.jar:/usr/local/zookeeper-3.4.14/bin/../lib/slf4j-api-1.7.25.jar:/usr/local/zookeeper-3.4.14/bin/../lib/netty-3.10.6.Final.jar:/usr/local/zookeeper-3.4.14/bin/../lib/log4j-1.2.17.jar:/usr/local/zookeeper-3.4.14/bin/../lib/jline-0.9.94.jar:/usr/local/zookeeper-3.4.14/bin/../lib/audience-annotations-0.5.0.jar:/usr/local/zookeeper-3.4.14/bin/../zookeeper-3.4.14.jar:/usr/local/zookeeper-3.4.14/bin/../zookeeper-server/src/main/resources/lib/*.jar:/usr/local/zookeeper-3.4.14/bin/../conf:.:/home/secondtonone/jdk/jdk1.8.0_101/lib/dt.jar:/home/secondtonone/jdk/jdk1.8.0_101/lib/tools.jar:/home/secondtonone/jdk/jdk1.8.0_101/jre/lib
2020-01-14 14:34:54,681 [myid:] - INFO  [main:Environment@100] - Server environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib64:/lib64:/lib:/usr/lib
2020-01-14 14:34:54,682 [myid:] - INFO  [main:Environment@100] - Server environment:java.io.tmpdir=/tmp
2020-01-14 14:34:54,682 [myid:] - INFO  [main:Environment@100] - Server environment:java.compiler=<NA>
